# Title: Oceania Average Temperature Anomalies
# Units: Degrees Celsius
# Base Period: 1910-2000
Date,Anomaly
191310,0.08
191311,-0.07
191312,0.23
191401,-0.11
191402,0.44
191403,0.55
191404,0.61
191405,0.12
191406,-0.04
191407,-0.56
191408,0.44
191409,-0.06
191410,0.51
191411,0.94
191412,0.61
191501,-0.3
191502,0.85
191503,0.45
191504,0.25
191505,-0.42
191506,0.76
191507,0.93
191508,0.02
191509,0.55
191510,-0.01
191511,0.37
191512,0.03
191601,0.12
191602,0.25
191603,0.07
191604,-0.81
191605,0.28
191606,0.44
191607,-0.24
191608,0.32
191609,0.28
191610,-0.55
191611,-1.26
191612,-0.76
191701,-0.68
191702,-1.66
191703,-0.74
191704,-0.85
191705,-1.24
191706,-0.85
191707,0.44
191708,-0.38
191709,-0.1
191710,-0.33
191711,-0.84
191712,-0.12
191801,-0.54
191802,-0.83
191803,-1.14
191804,-0.52
191805,-0.18
191806,0.15
191807,-0.78
191808,-0.17
191809,-0.22
191810,-0.14
191811,0.21
191812,0.24
191901,0.09
191902,-0.15
191903,-0.22
191904,0.41
191905,-0.01
191906,0.31
191907,-0.21
191908,-0.27
191909,-0.4
191910,-0.37
191911,0.2
191912,0.57
192001,-0.75
192002,-0.16
192003,-0.71
192004,-0.66
192005,-0.61
192006,0.04
192007,-0.09
192008,-0.22
192009,-0.16
192010,-0.03
192011,0
192012,-0.48
192101,-0.29
192102,-0.01
192103,-0.65
192104,-0.27
192105,0.77
192106,0.71
192107,0.39
192108,-0.47
192109,0.08
192110,-0.49
192111,0.42
192112,-0.04
192201,-0.24
192202,0.17
192203,-0.27
192204,0.66
192205,-0.36
192206,-0.31
192207,-1.06
192208,-0.73
192209,-0.2
192210,0.1
192211,0.41
192212,-0.41
192301,-0.28
192302,0.77
192303,0.49
192304,0.4
192305,0.39
192306,-0.37
192307,-0.55
192308,-0.97
192309,-0.9
192310,-0.63
192311,-0.48
192312,-0.02
192401,-0.65
192402,-0.53
192403,-0.42
192404,-1.22
192405,0.13
192406,-0.34
192407,0.32
192408,-0.1
192409,0.2
192410,-0.35
192411,-0.61
192412,-0.83
192501,-1.1
192502,-0.44
192503,-0.42
192504,-0.38
192505,-0.34
192506,-0.36
192507,-0.88
192508,-0.86
192509,-1.36
192510,-0.55
192511,0.13
192512,0.47
192601,-0.34
192602,0.92
192603,-0.03
192604,0.2
192605,-1
192606,-0.56
192607,0.27
192608,0
192609,-0.01
192610,0.3
192611,0.25
192612,-0.52
192701,-0.17
192702,-0.6
192703,-0.01
192704,-0.77
192705,-0.77
192706,0.05
192707,-0.42
192708,-0.15
192709,-0.01
192710,0.08
192711,0.3
192712,-0.28
192801,-0.28
192802,-0.2
192803,0.26
192804,0.72
192805,-0.53
192806,-0.61
192807,-0.07
192808,0.79
192809,0.8
192810,0.11
192811,0.44
192812,0.43
192901,0.05
192902,0.55
192903,-0.65
192904,-0.98
192905,-0.8
192906,-0.79
192907,-1.3
192908,-0.27
192909,-0.79
192910,-0.38
192911,0.06
192912,-0.62
193001,-0.37
193002,0.12
193003,-0.27
193004,-0.32
193005,-0.22
193006,-0.09
193007,0.4
193008,-0.18
193009,-0.2
193010,-0.1
193011,0.09
193012,-0.44
193101,-0.44
193102,0.14
193103,-0.17
193104,-0.46
193105,-0.09
193106,0.06
193107,-0.01
193108,-0.14
193109,0
193110,-0.91
193111,-0.92
193112,0.02
193201,0.83
193202,-0.26
193203,0
193204,-0.57
193205,0.08
193206,-0.51
193207,-0.66
193208,-0.33
193209,-0.44
193210,-0.5
193211,-0.1
193212,-0.26
193301,-0.12
193302,0.01
193303,0.36
193304,-0.13
193305,-0.11
193306,0.03
193307,-0.3
193308,-0.78
193309,-0.38
193310,-0.12
193311,-0.73
193312,-0.6
193401,0.06
193402,0.06
193403,0.1
193404,-0.38
193405,0.05
193406,-0.28
193407,-0.13
193408,-0.28
193409,0.11
193410,-0.44
193411,-0.5
193412,-0.2
193501,-0.13
193502,-0.02
193503,-0.09
193504,-0.7
193505,-0.65
193506,-0.87
193507,-0.34
193508,0.06
193509,-0.31
193510,-0.1
193511,0.2
193512,0.02
193601,0.26
193602,0.1
193603,-0.21
193604,-0.6
193605,-0.24
193606,-0.82
193607,0.13
193608,0.79
193609,-0.2
193610,0.16
193611,0.1
193612,-0.04
193701,-0.75
193702,-0.21
193703,-0.16
193704,-0.79
193705,0.11
193706,-0.46
193707,-0.5
193708,-0.05
193709,-0.18
193710,0.39
193711,0.52
193712,0.22
193801,-0.25
193802,-0.39
193803,0.63
193804,0.41
193805,0.79
193806,0.07
193807,-0.13
193808,-0.31
193809,0.18
193810,0.57
193811,0.56
193812,0.66
193901,0.38
193902,-0.35
193903,-0.42
193904,0.02
193905,0.43
193906,-0.23
193907,-0.66
193908,-0.71
193909,-0.66
193910,-0.74
193911,-0.76
193912,-0.29
194001,-0.1
194002,-0.61
194003,0.35
194004,-0.5
194005,-0.93
194006,-0.06
194007,-0.28
194008,0
194009,0.06
194010,0.63
194011,-0.4
194012,0.42
194101,-0.94
194102,-0.12
194103,-0.68
194104,0.39
194105,0.07
194106,-0.05
194107,0.23
194108,-0.41
194109,0.03
194110,-0.34
194111,0.18
194112,0.18
194201,0.06
194202,-0.55
194203,0.19
194204,0.06
194205,0.91
194206,0.69
194207,0.26
194208,0.71
194209,0.52
194210,-0.02
194211,-0.22
194212,-0.16
194301,-0.16
194302,-0.51
194303,0.43
194304,-0.21
194305,-0.71
194306,-0.86
194307,-0.32
194308,-0.62
194309,-0.01
194310,0.12
194311,-0.53
194312,-0.02
194401,0.3
194402,-0.58
194403,-0.28
194404,-0.77
194405,-0.97
194406,-0.27
194407,-0.1
194408,0.09
194409,0.7
194410,0.07
194411,0.71
194412,-0.18
194501,-0.1
194502,-0.2
194503,-0.19
194504,-0.05
194505,-0.1
194506,0.75
194507,-0.33
194508,0.91
194509,0.03
194510,-0.66
194511,-0.35
194512,0.22
194601,0.12
194602,-0.55
194603,-0.69
194604,-0.86
194605,0.45
194606,-0.97
194607,0.13
194608,-0.12
194609,-0.35
194610,-0.71
194611,-0.15
194612,0
194701,0.63
194702,0.06
194703,-0.15
194704,-0.64
194705,0.19
194706,0.39
194707,0.34
194708,0
194709,-0.5
194710,-0.83
194711,-0.63
194712,-0.68
194801,-0.66
194802,0.14
194803,-0.58
194804,-0.52
194805,-0.53
194806,-0.48
194807,-0.17
194808,-0.01
194809,-0.33
194810,-0.08
194811,-0.35
194812,-0.2
194901,-0.67
194902,-1.22
194903,-0.73
194904,-1.07
194905,-0.79
194906,-1.24
194907,-0.09
194908,-0.06
194909,-0.58
194910,-0.24
194911,-0.69
194912,-0.1
195001,-0.18
195002,-0.51
195003,-0.52
195004,-0.29
195005,0.42
195006,-0.46
195007,0
195008,-0.21
195009,0.11
195010,-0.7
195011,-0.49
195012,-0.47
195101,-0.45
195102,-0.23
195103,0.57
195104,-0.62
195105,-0.75
195106,0.14
195107,-0.19
195108,-0.86
195109,0.22
195110,-0.17
195111,0.26
195112,0.01
195201,0.23
195202,0.07
195203,0.06
195204,-0.23
195205,-0.24
195206,-0.22
195207,-0.32
195208,-0.36
195209,-0.09
195210,-0.23
195211,-0.58
195212,-0.22
195301,-0.6
195302,-1.13
195303,0.63
195304,0.8
195305,-0.4
195306,0.11
195307,-0.07
195308,-0.77
195309,-0.42
195310,0
195311,-0.18
195312,0.32
195401,-0.22
195402,-0.56
195403,0.35
195404,0.07
195405,-0.18
195406,-0.39
195407,0.23
195408,0.12
195409,-0.17
195410,-0.16
195411,-0.22
195412,-0.17
