# Title: Antarctic Average Temperature Anomalies
# Units: Degrees Celsius
# Base Period: 1910-2000
Date,Anomaly
193506,-1.11
193507,0.6
193508,0
193509,0.81
193510,-0.11
193511,0.41
193512,0.05
193601,-0.43
193602,0.13
193603,0.58
193604,-0.74
193605,-0.39
193606,-0.4
193607,0.39
193608,1.19
193609,-0.14
193610,-0.06
193611,-0.03
193612,0
193701,-0.07
193702,-0.28
193703,-0.33
193704,-0.84
193705,-0.43
193706,-0.6
193707,-0.61
193708,0.13
193709,0.22
193710,-0.01
193711,0.03
193712,-0.15
193801,0.07
193802,0.27
193803,0.52
193804,-0.37
193805,-0.34
193806,-1.07
193807,0.57
193808,0.08
193809,0.05
193810,0.1
193811,0.01
193812,-0.05
193901,0.84
193902,0.59
193903,-0.29
193904,0.18
193905,0.2
193906,-0.1
193907,0.82
193908,0.85
193909,-0.15
193910,-0.3
193911,-0.01
193912,0.08
194001,0.12
194002,0.15
194003,-0.14
194004,0.37
194005,-0.17
194006,-0.76
194007,-0.71
194008,-0.66
194009,-0.64
194010,0.22
194011,-0.07
194012,0.19
194101,-0.6
194102,-0.02
194103,-0.09
194104,0.85
194105,0.16
194106,0.11
194107,-0.06
194108,0.46
194109,0.56
194110,-0.62
194111,0
194112,-0.21
194201,-0.11
194202,-0.45
194203,-0.2
194204,-0.17
194205,-0.62
194206,0.02
194207,-0.34
194208,0.75
194209,0.64
194210,-0.29
194211,0.13
194212,-0.6
194301,0.32
194302,-0.28
194303,0.1
194304,-0.4
194305,-1.21
194306,-0.99
194307,0.28
194308,0.19
194309,-0.26
194310,-0.36
194311,-0.32
194312,-0.2
194401,-0.08
194402,0.15
194403,0.12
194404,-0.56
194405,0.42
194406,-0.42
194407,-0.87
194408,-0.55
194409,0.25
194410,-0.31
194411,0.79
194412,0.25
194501,0.06
194502,-0.07
194503,-0.05
194504,0.37
194505,0.14
194506,0.14
194507,-0.01
194508,0.63
194509,-0.2
194510,-0.98
194511,0.07
194512,-0.1
194601,0.06
194602,-0.09
194603,-0.76
194604,-0.72
194605,0.16
194606,0.43
194607,-0.03
194608,-0.14
194609,0.18
194610,-0.38
194611,0.33
194612,0.24
194701,0.31
194702,0.28
194703,-0.37
194704,0.04
194705,-0.1
194706,-0.08
194707,0.66
194708,-0.01
194709,-0.09
194710,-0.31
194711,-0.31
194712,-0.16
194801,-0.17
194802,0.17
194803,-0.23
194804,0.19
194805,0.71
194806,-0.98
194807,0.03
194808,0.07
194809,-0.19
194810,0.02
194811,0.1
194812,-0.21
194901,0.48
194902,0.08
194903,0.05
194904,-0.07
194905,0.64
194906,0.12
194907,0.31
194908,-0.32
194909,-0.35
194910,0.25
194911,-0.11
194912,0.2
195001,0.21
195002,0.42
195003,-0.01
195004,-0.26
195005,0.67
195006,0.22
195007,0.52
195008,-0.04
195009,-0.08
195010,-0.45
195011,-0.2
